pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_facility
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,Microlensing,1,,1.7,,,4.6,,,17h59m08.81s,269.786708,-30d45m34.1s,-30.759472,6800,,0.37,,6/11/14,OGLE
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,Microlensing,1,,8,,,0.19,,,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,6100,,0.41,,10/26/18,OGLE
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,Microlensing,1,,2.72,,,0.53,,,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,2570,,0.26,,5/14/14,OGLE
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,Microlensing,1,,1.89,,,0.88,,,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,4380,,0.21,,3/5/15,OGLE
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,Microlensing,2,,4,,,0.145,,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4019,,1.06,,7/7/16,OGLE
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,Microlensing,2,,4.8,,,0.86,,,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,4019,,1.06,,7/7/16,OGLE
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,Microlensing,1,,0.87,,,1.85,,,17h42m46.77s,265.694875,-24d15m39.6s,-24.261,1760,,0.02,,5/14/14,OGLE
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,Microlensing,1,,3.45,,,2.73,,,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,4970,,0.44,,5/14/14,OGLE
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,Microlensing,1,,0.9,,,0.39,,,18h05m57.72s,271.4905,-27d42m43.2s,-27.712,1300,,0.34,,8/13/15,OGLE
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,Microlensing,1,,1.6,,,0.47,,,17h55m52.39s,268.968292,-29d49m06.7s,-29.818528,6700,,0.29,,4/28/16,OGLE
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,Microlensing,1,,2.7,,,0.11012,,,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,3000,,0.56,,11/3/16,OGLE
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,Microlensing,1,,0.8,,,12.569,,,17h52m07.08s,268.0295,-31d41m26.1s,-31.690583,3040,,0.1,,1/29/15,OGLE
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,Microlensing,1,,3.6,,,0.29,,,17h59m03.51s,269.764618,-28d25m15.7s,-28.421028,3900,,0.54,,10/26/17,OGLE
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,Microlensing,1,,0.883,,,0.0073,,,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,1161,,0.15,,7/9/14,OGLE
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,Microlensing,1,,2.6,,,0.64,,,17h52m30.37s,268.126556,-30d17m33.7s,-30.292694,6300,,0.46,,10/26/17,OGLE
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,Microlensing,1,,1.8,,,2.7,,,17h53m38.28s,268.409485,-28d53m43.0s,-28.895271,6900,,0.33,,11/1/18,OGLE
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,Microlensing,1,,3.11,,,0.51,,,18h02m29.21s,270.621708,-28d23m46.5s,-28.39625,4100,,0.71,,2/12/15,OGLE
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,Microlensing,1,,4.4,,,3.09,,,17h52m24.50s,268.102081,-30d32m54.2s,-30.548389,2220,,0.62,,12/21/16,OGLE
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,Microlensing,2,,1.9,,,0.17399,,,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,6400,,0.4,,6/21/18,OGLE
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,Microlensing,2,,2.5,,,0.26335,,,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,6400,,0.4,,6/21/18,OGLE
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,Microlensing,1,,1.75,,,0.56,,,17h57m38.16s,269.408997,-28d57m47.4s,-28.963158,6860,,0.51,,11/10/16,OGLE
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,Microlensing,1,,0.73,,,0.72,,,17h58m39.01s,269.662537,-28d01m54.1s,-28.031694,8200,,0.1,,10/6/16,OGLE
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,Microlensing,1,,1.6,,,3.4,,,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,600,,0.3,,11/1/18,KMTNet
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,Microlensing,1,,2.1,,,0.06607,,,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,2500,,0.38,,3/17/16,OGLE
